	Price	Dividend	Volume	Matches	Attempt Buys	Attempt Sells	Interest Rates	Total Bid	Total Ask	Total Buys	Total Sells	Profit per Units
441	81.14651004825288	10.675530676668787	15.119352522033644	11	50	11	0.1	15.119352522033644	109.2698413414049	11	50	-7.630594612376795
442	104.01897957764909	10.808369813380793	0.8374885561837564	1	1	26	0.1	58.202812396132266	0.8374885561837564	26	1	33.680839342777006
443	89.56694407899124	10.784886030209814	17.838675795594384	12	48	12	0.1	17.838675795594384	116.39758793588989	12	48	-3.667149468448036
444	103.67799302839362	10.908979713922562	16.179350505959455	10	10	20	0.1	51.144133406939744	16.179350505959455	20	10	25.020028663324936
445	84.13038446039825	10.713303484292016	21.468334619062215	10	46	10	0.1	21.468334619062215	109.65220151001303	10	46	-8.834305083703352
446	104.81178316380067	10.488078842276533	2.406617407133391	2	2	23	0.1	67.48775023417929	2.406617407133391	23	2	31.169477545678955
447	84.90675616632616	10.359335250739164	10.25772120970895	4	41	4	0.1	10.25772120970895	107.99140086664656	4	41	-9.545691746735343
448	106.85332187372	10.202066862008474	8.83864458281682	5	5	18	0.1	58.51440233593003	8.83864458281682	18	5	32.14863256940232
449	81.10481787075872	10.093086678354851	7.735042516897541	3	47	3	0.1	7.735042516897541	127.21333691141545	3	47	-15.655417324606432
450	108.06547984061451	10.097719119516691	7.848322821506203	3	3	22	0.1	66.01490283503884	7.848322821506203	22	3	37.05838108937248
451	82.75728133574766	9.942605919606438	8.42767821927827	4	50	4	0.1	8.42767821927827	142.10554936114838	4	50	-15.365592585260414
452	105.109444242443	9.893578939357862	13.779337177237847	8	8	17	0.1	59.006276678740306	13.779337177237847	17	8	32.24574184605321
453	78.21574109630372	10.144180110668348	5.890465042462842	2	48	2	0.1	5.890465042462842	140.63559806460017	2	48	-16.74952303547094
454	114.90724756637663	10.103647971025842	4.942631010750958	2	2	28	0.1	72.25354195525742	4.942631010750958	28	2	46.79515444109875
455	87.96517152045779	9.940590396121651	11.856252016762973	4	55	4	0.1	11.856252016762973	202.02318209797622	4	55	-17.00148564979719
456	92.78836027296529	9.96049558381363	31.807759528409406	13	23	13	0.1	40.99097412777595	31.807759528409406	13	23	14.783684336321135
457	70.96385007810673	10.152030272423833	0.8956161487773535	1	38	1	0.1	0.8956161487773535	51.58499714253636	1	38	-11.672479922434729
458	102.9454742366648	10.152622972108155	8.077513793336664	3	3	41	0.1	119.65478819439325	8.077513793336664	41	3	42.13424713066622
459	76.82296253485764	10.084354645041946	3.0830549426921436	2	54	2	0.1	3.0830549426921436	143.82777645396035	2	54	-16.038157056765208
460	113.23894429358249	10.343990581227391	5.410163581106659	2	2	31	0.1	75.78961999622658	5.410163581106659	31	2	46.75997233995224
461	87.40536439325899	10.421297645622948	10.377435506827894	5	55	5	0.1	10.377435506827894	194.98778789139158	5	55	-15.412282254700552
462	99.23177990898965	10.656438499360863	3.4604383101108356	4	4	9	0.1	27.094009854444526	3.4604383101108356	9	4	22.482854015091522
463	75.71409720013496	10.470111645136196	8.153077956308945	3	44	3	0.1	8.153077956308945	76.7151851569059	3	44	-13.047571063718497
464	112.40846057003358	10.211159000567624	3.590596120955354	2	2	40	0.1	105.46448870600774	3.590596120955354	40	2	46.90552237046625
465	86.15383437515439	10.299477891092442	7.49544787360068	4	53	4	0.1	7.49544787360068	183.4796676045268	4	53	-15.955148303786752
466	124.20243781819127	10.335308119032005	1.7608888094563042	2	2	11	0.1	30.6171813081497	1.7608888094563042	11	2	48.38391156206889
467	97.27200559251264	10.144279110116479	15.267853145951035	7	56	7	0.1	15.267853145951035	233.69424298065292	7	56	-16.78615311556215
468	86.19849983538144	10.090631279212744	25.837460002983242	7	43	7	0.1	25.837460002983242	75.53307099442844	7	43	-0.9828744779184575
469	112.82354950156959	10.017814604372827	7.225928525210339	6	6	15	0.1	51.73690061874211	7.225928525210339	15	6	36.64286427056098
